test,,,,,,,,,,,,,,,,,,,,,,,,,,,
barcode,serial,category,faculty,location,location_barcode,user,make,model,item_status,purchase_value,current_value,notes,purchase_date,warranty_date,replacement_date,pat_status,pat_date,,,,,,,,,,
SPC2718,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Guitar Bass,Brown/Black 'Ibanez',OK,0,,,,,,,,,,,,,,,,,
SPC2719,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Guitar Bass,Red 'Ibanez',OK,0,,,,,,,,,,,,,,,,,
SPC2720,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Guitar Bass,Yamaha M1 Black,OK,0,,,,,,,,,,,,,,,,,
SPC2721,FCNMM094400100,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Guitar Bass,M3 Squier P Bass Red Fender,OK,0,,,,,01-01-73,,,,,,,,,,,,
SPC2722,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Guitar Bass,M3 Fender Squier P Bass,OK,0,,,,,01-01-10,,,,,,,,,,,,
SPC2723,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Guitar Bass,Squier Affinity P-BASS RW,OK,248.18,,,07-03-08,,07-11-14,,,,,,,,,,,,
SPC2725,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Guitar Electric,Light Blue Fernandes,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2726,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Guitar Electric,Navy Blue Ibanez,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2727,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Guitar Electric,Red Ibanes,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2728,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Guitar Electric,M3 Black Fender Squier Strat,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2729,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Guitar Electric,Black Yamaha PAC012RM,OK,302.73,,,07-03-08,,,,,,,,,,,,,,
SPC2730,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Guitar Electric,Red Yamaha PAC012DM,OK,302.73,,,07-03-08,,,,,,,,,,,,,,
SPC2731,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Guitar Electric,Yamaha PAC012BL,OK,302.73,,,07-03-08,,07-11-14,,,,,,,,,,,,
SPC2732,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Guitar Bass Leads,8x Leads Assorted,OK,0,,,,,,,,,,,,,,,,,
SPC2733,,COMPUTERS,Music Dally Building ,Music Practice Rooms,SPC9069,362,HP LED Screen,HP LA2306X 23 LED Screen,OK,303,,,21-05-13,,,,,,,,,,,,,,
SPC2734,,COMPUTERS,Music Dally Building ,Music Practice Rooms,SPC9069,362,Desktop HP Z220,HP Z220 CMT,OK,1221,,,21-05-13,,21-01-20,,,,,,,,,,,,
SPC2735,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Keyboard AC Adaptors,7 x Roland ACB-240 9V No 12449549,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2736,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Keyboard Desks,Roland EP-3,OK,280,,,19-04-02,,,,,,,,,,,,,,
SPC2742,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Keyboard Bass Amp,Laney KB120,OK,0,,,,,,,,,,,,,,,,,
SPC2743,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Microphone Cases,4 x hard cases Samson AKG,OK,0,,,,,01-01-80,,,,,,,,,,,,
SPC2744,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Microphone Leads,9 x Assorted,OK,0,,,,,,,,,,,,,,,,,
SPC2745,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Microphone Leads,9 x Assorted,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2746,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Microphone Stands,10 x Hercules x 2 Quiklock x 3 K&M,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2747,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Microphone x 4 (Shure S58),4 x Shure S58,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2748,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Microphone,Samson,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2749,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Mixing Desk,Audiopro 1212 (12 inputs),OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2750,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Mixing Desk,Yamaha 300W EMX66M (6 inputs),OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2751,,BUILDINGS,Music Dally Building ,Music Practice Rooms,SPC9069,362,Music Centre refurbishmnt 2012,Buildings,OK,99999.99,,,03-12-12,,03-08-19,,,,,,,,,,,,
SPC2752,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Music Stands,Black,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2753,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Notice Boards,Std  1200 x 2400,OK,615,,,24-02-00,,24-10-06,,,,,,,,,,,,
SPC2754,,FURN&EQ,Music Dally Building ,Music Classrooms,SPC9047,362,PA System,Yamaha & Digital P,OK,2963.64,,,06-07-04,,06-03-11,,,,,,,,,,,,
SPC2756,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Percussion,"2 guiro, cabasa, 5 tambourines",OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2757,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Phone,Panasonic Cordless,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2758,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Piano  Electronic,Roland HP-1500,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2759,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Pinboards & Whiteboards,Multi,OK,156.04,,,03-12-12,,03-08-19,,,,,,,,,,,,
SPC2760,,FURN&EQ,Music Dally Building ,Music Classrooms,SPC9047,362,Projector Panasonic Shrt Throw,PTCX200EA,OK,1495,,,03-12-12,,03-08-19,,,,,,,,,,,,
SPC2761,,FURN&EQ,Music Dally Building ,Music Classrooms,SPC9047,362,Projector Panasonic Shrt Throw,PTCX200EA,OK,1495,,,03-12-12,,03-08-19,,,,,,,,,,,,
SPC2762,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Piano Digital,Roland RD300GX Digital Piano,OK,1817.27,,,01-04-11,,01-12-17,,,,,,,,,,,,
SPC2763,,FIXED EQUP,Music Dally Building ,Music Practice Rooms,SPC9069,362,Blinds,Roller Blinds,OK,199.87,,,08-01-13,,,,,,,,,,,,,,
SPC2765,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Sax  Alto,Yamaha,OK,0,,,,,,,,,,,,,,,,,
SPC2766,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Sax  Alto,Yamaha,OK,0,,,,,,,,,,,,,,,,,
SPC2767,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Sax  Alto,Yamaha AS100,OK,234,,,08-02-00,,,,,,,,,,,,,,
SPC2768,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Sax  Alto,Yamaha AS100,OK,234,,,08-02-00,,,,,,,,,,,,,,
SPC2772,,FIXED EQUP,Music Dally Building ,Music Practice Rooms,SPC9069,362,Security System,reinstall after refurb (Dec 12),OK,863.64,,,12-12-12,,12-08-19,,,,,,,,,,,,
SPC2773,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Speaker Leads," Heavy Duty,Grey",OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2774,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Speaker Stands,Large Store Room,OK,0,,,,,,,,,,,,,,,,,
SPC2775,F25B-70937,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Speaker Stands,2 x Dixon (Medium),OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2776,,Yearly Portable Electrical Equip,Music Dally Building ,Music Practice Rooms,SPC9069,362,Speakers,2 x Quest Engineering,OK,0,,,,,,,,,,,,,,,,,
SPC2777,,Yearly Portable Electrical Equip,Music Dally Building ,Music Practice Rooms,SPC9069,362,Speakers,Peak 300 W 15in Store Room,OK,545.46,,,12-03-02,,12-11-08,,,,,,,,,,,,
SPC2778,,Yearly Portable Electrical Equip,Music Dally Building ,Music Practice Rooms,SPC9069,362,Speakers,2 x large Store Room,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2781,1045420503,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Stage,Maestro Staging Systems 16 Platforms 7 joinin,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2783,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Xylophone,Suzuki Alto,OK,369.09,,,19-03-10,,,,,,,,,,,,,,
SPC2784,,FURN&EQ,Music Dally Building ,Music Classrooms,SPC9047,362,Bass Xylophone,Suzuki SXC816,OK,950,,,19-03-10,,,,,,,,,,,,,,
SPC2785,,TRANSP,Music Dally Building ,Music Practice Rooms,SPC9069,362,Transportable,Double Room Primary,OK,55000,,,22-03-11,,,,,,,,,,,,,,
SPC2786,,TRANSP,Music Dally Building ,Music Practice Rooms,SPC9069,362,Transportable,Double Room,OK,55000,,,22-03-11,,,,,,,,,,,,,,
SPC2788,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Trombone,King,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2789,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Trumpet,Yamaha,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2795,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Trumpet,Boosey & Hawkes 400,OK,118,,,08-02-00,,08-02-10,,,,,,,,,,,,
SPC2800,,Yearly Portable Electrical Equip,Music Dally Building ,Music Practice Rooms,SPC9069,362,CD Player,Panasonic Portable Silver/Blue,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2802,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Computer Desks,Custom made by Geoff Samuels,OK,0,,,,,,,,,,,,,,,,,
SPC2803,,FURN&EQ,Music Dally Building ,Music Practice Rooms,SPC9069,362,Cupboard,1 double door & shelves,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2816,,Yearly Portable Electrical Equip,Music Dally Building ,Music Practice Rooms,SPC9069,362,AC Adaptor,Roland ACB 240,OK,0,,,07-01-08,,,PASS,01-10-14,,,,,,,,,,
SPC2817,,Yearly Portable Electrical Equip,Music Dally Building ,Music Practice Rooms,SPC9069,362,AC Adaptor,Lite On PA 1131 07,OK,0,,,02-10-13,,,PASS,02-10-14,,,,,,,,,,
SPC2819,,Yearly Portable Electrical Equip,Music Dally Building ,Music Practice Rooms,SPC9069,362,AC Adaptor,Lite On PA 1131 07,OK,0,,,02-10-13,,,PASS,02-10-14,,,,,,,,,,
SPC2820,,Yearly Portable Electrical Equip,Music Dally Building ,Music Practice Rooms,SPC9069,362,AC Adaptor,Lite On PA 1131 07,OK,0,,,02-10-13,,,PASS,02-10-14,,,,,,,,,,
SPC2821,,Yearly Portable Electrical Equip,Music Dally Building ,Music Practice Rooms,SPC9069,362,AC Adaptor,Lite On PA 1131 07,OK,0,,,02-10-13,,,PASS,02-10-14,,,,,,,,,,
SPC2824,,Yearly Portable Electrical Equip,Music Dally Building ,Music Practice Rooms,SPC9069,362,AC Adaptor,Roland ACB 240,OK,0,,,02-10-13,,,PASS,02-10-14,,,,,,,,,,
SPC2830,,Yearly Portable Electrical Equip,Music Dally Building ,Music Practice Rooms,SPC9069,362,AC Adaptor,Roland ACB 240,OK,0,,,11-07-06,,,PASS,02-10-14,,,,,,,,,,
SPC2831,,Yearly Portable Electrical Equip,Music Dally Building ,Music Practice Rooms,SPC9069,362,AC Adaptor,Roland ACB 240,OK,0,,,11-07-06,,,PASS,02-10-14,,,,,,,,,,
SPC2834,,Yearly Portable Electrical Equip,Music Dally Building ,Music Practice Rooms,SPC9069,362,AC Adaptor,Lite On PA 1131 07,OK,0,,,02-10-13,,,PASS,02-10-14,,,,,,,,,,
SPC2844,,Yearly Portable Electrical Equip,Music Dally Building ,Music Practice Rooms,SPC9069,362,AC Adaptor,Lite On PA 1131 07,OK,0,,,02-10-13,,,PASS,02-10-14,,,,,,,,,,
SPC2845,,Yearly Portable Electrical Equip,Music Dally Building ,Music Practice Rooms,SPC9069,362,AC Adaptor,Lite On PA 1131 07,OK,0,,,02-10-13,,,PASS,02-10-14,,,,,,,,,,
SPC2846,,Yearly Portable Electrical Equip,Music Dally Building ,Music Practice Rooms,SPC9069,362,AC Adaptor,Lite On PA 1131 07,OK,0,,,02-10-13,,,PASS,02-10-14,,,,,,,,,,
SPC2847,,Yearly Portable Electrical Equip,Music Dally Building ,Music Practice Rooms,SPC9069,362,AC Adaptor,Lite On PA 1131 07,OK,0,,,02-10-13,,,PASS,02-10-14,,,,,,,,,,
SPC2848,,Yearly Portable Electrical Equip,Music Dally Building ,Music Practice Rooms,SPC9069,362,AC Adaptor,Lite On PA 1131 07,OK,0,,,02-10-13,,,PASS,02-10-14,,,,,,,,,,
SPC2849,,Yearly Portable Electrical Equip,Music Dally Building ,Music Practice Rooms,SPC9069,362,AC Adaptor,Lite On PA 1131 07,OK,0,,,02-10-13,,,PASS,02-10-14,,,,,,,,,,
SPC2850,,Yearly Portable Electrical Equip,Music Dally Building ,Music Practice Rooms,SPC9069,362,AC Adaptor,Lite On PA 1131 07,OK,0,,,02-10-13,,,PASS,02-10-14,,,,,,,,,,
SPC2851,,Yearly Portable Electrical Equip,Music Dally Building ,Music Practice Rooms,SPC9069,362,AC Adaptor,Lite On PA 1131 07,OK,0,,,02-10-13,,,PASS,02-10-14,,,,,,,,,,
SPC2852,,Yearly Portable Electrical Equip,Music Dally Building ,Music Practice Rooms,SPC9069,362,AC Adaptor,Lite On PA 1131 07,OK,0,,,02-10-13,,,PASS,02-10-14,,,,,,,,,,
SPC2853,,Yearly Portable Electrical Equip,Music Dally Building ,Music Practice Rooms,SPC9069,362,AC Adaptor,Lite On PA 1131 07,OK,0,,,02-10-13,,,PASS,02-10-14,,,,,,,,,,
SPC2855,,Yearly Portable Electrical Equip,Music Dally Building ,Music Practice Rooms,SPC9069,362,AC Adaptor,Roland ACB 240,OK,0,,,21-04-11,,,PASS,02-10-14,,,,,,,,,,
SPC2857,,Yearly Portable Electrical Equip,Music Dally Building ,Music Practice Rooms,SPC9069,362,Amplifier,Ibanez GTA,OK,0,,,11-07-05,,,PASS,02-10-14,,,,,,,,,,
SPC2860,,Yearly Portable Electrical Equip,Music Dally Building ,Music Practice Rooms,SPC9069,362,Amplifier,Fender Frontman 212R,OK,0,,,28-04-11,,,PASS,02-10-14,,,,,,,,,,
SPC2861,,Yearly Portable Electrical Equip,Music Dally Building ,Music Practice Rooms,SPC9069,362,Amplifier,Pro Bass 25,OK,0,,,27-05-05,,,PASS,02-10-14,,,,,,,,,,
SPC2864,,Yearly Portable Electrical Equip,Music Dally Building ,Music Practice Rooms,SPC9069,362,Amplifier,Fender Rummble 60,OK,0,,,07-01-08,,,PASS,02-10-14,,,,,,,,,,
SPC2866,,Yearly Portable Electrical Equip,Music Dally Building ,Music Classrooms,SPC9047,362,Amplifier,Yamaha A S300,OK,0,,,01-10-13,,,PASS,01-10-14,,,,,,,,,,
SPC2867,,Yearly Portable Electrical Equip,Music Dally Building ,Music Classrooms,SPC9047,362,Amplifier,Roland KC,OK,0,,,27-09-12,,,PASS,02-10-14,,,,,,,,,,
SPC2868,,Yearly Portable Electrical Equip,Music Dally Building ,Music Practice Rooms,SPC9069,362,CD Player,Panasonic SA PM54,OK,0,,,28-04-11,,,PASS,02-10-14,,,,,,,,,,
SPC2869,,Yearly Portable Electrical Equip,Music Dally Building ,Music Classrooms,SPC9047,362,DVD Player,Toshiba SD5010KY,OK,0,,,01-10-13,,,PASS,01-10-14,,,,,,,,,,
SPC2873,,Yearly Portable Electrical Equip,Music Dally Building ,Music Practice Rooms,SPC9069,362,Radio/Cass,Panasonic RX ED 50,OK,0,,,25-11-09,,,PASS,02-10-14,,,,,,,,,,
SPC2875,,5 Yearly Portable Electrical Equip,New St Gymnasium,PE Office,SPC9074,362,Fridge,NEC FR 080 R,OK,0,,,29-06-07,,,PASS,02-10-14,,,,,,,,,,
SPC2876,,FURN&EQ,New St Gymnasium,New St Gymnasium,SPC9073,,Fulsoul,Fulsoul SF 125,OK,0,,,19-07-05,,,PASS,02-10-14,,,,,,,,,,
SPC2877,,FURN&EQ,New St Gymnasium,New St Gymnasium,SPC9073,,Fulsoul,Fulsoul SF 125,OK,0,,,19-07-05,,,PASS,02-10-14,,,,,,,,,,
SPC2882,,FURN&EQ,New St Gymnasium,PE Office,SPC9074,,TV,Audiosonic KMP 1420,OK,0,,Not Available,21-04-11,0000-00-00,0000-00-00,PASS,02-10-14,,,,,,,,,,
SPC2883,,FURN&EQ,New St Gymnasium,Weights Room,SPC9077,,VCR/DVD,LG V271,OK,0,,,21-04-11,,,PASS,03-10-13,,,,,,,,,,
SPC4393,,FURN&EQ,Trembath Building,Co Curric Co-Ordinator,SPC9185,375,Air Conditioner,LG Gold,OK,0,,,13-04-05,,,PASS,27-04-14,,,,,,,,,,
SPC2885,12606383 (R15),FIXED EQUP,New St Gymnasium,Gymnasium,SPC9072,,Buildings,Gym Concrete Step & Entry Landing,OK,1636.36,,,19-10-08,,19-10-11,,,,,,,,,,,,
SPC2887,12606389 (CAD 16),FURN&EQ,New St Gymnasium,Gymnasium,SPC9072,376,Fitness Equipment,Maxim Stre,OK,3104.17,,,28-09-98,,28-09-01,,,,,,,,,,,,
SPC2888,12606392 (CAD 4),FURN&EQ,New St Gymnasium,Gymnasium,SPC9072,376,Whiteboard,Hanging Screen Whiteboard,OK,1650,,,07-12-11,,07-12-14,,,,,,,,,,,,
SPC2889,12606395 (Room7),FURN&EQ,New St Gymnasium,Gymnasium,SPC9072,376,Miniskaff Stage,Staging,OK,8205,,,22-10-04,,22-10-07,,,,,,,,,,,,
SPC2890,12606363 (R10),FURN&EQ,New St Gymnasium,Gymnasium,SPC9072,376,Miniskaff Stage Blocks,Staging,OK,2735,,,06-10-04,,06-10-07,,,,,,,,,,,,
SPC2891,12606381,FURN&EQ,New St Gymnasium,Gymnasium,SPC9072,376,Net dividing  Gymnasium,Net dividing  Gymnasium,OK,4537,,,01-02-09,,01-02-12,,,,,,,,,,,,
SPC2892,,FIXED EQUP,New St Gymnasium,Gymnasium,SPC9072,376,Scoreboard,Sports,OK,3000,,,29-06-98,,,,,,,,,,,,,,
SPC2893,,FURN&EQ,New St Gymnasium,Weights Room,SPC9077,376,Rowers,Pt Concept 11 Rowers,OK,1900,,,01-01-07,,01-09-13,,,,,,,,,,,,
SPC2894,See Add notes field,FURN&EQ,New St Gymnasium,Gymnasium,SPC9072,377,Trolley Roll Mat,Trolley HD120 x 75R6x6,OK,900,,,01-03-09,29-10-08,01-11-15,,,,,,,,,,,,
SPC2895,12606342 (R14),FURN&EQ,New St Gymnasium,Weights Room,SPC9077,377,X Trainer,JNB Elliptical,OK,2500,,,01-01-07,,01-01-10,,,,,,,,,,,,
SPC2896,12606345 (CAD23),FURN&EQ,New St Gymnasium,Gymnasium,SPC9072,376,Gymnasium Netting,Ceiling Netting,OK,10330.95,,,23-01-08,,23-01-11,,,,,,,,,,,,
SPC2897,,FURN&EQ,New St Gymnasium,New St Gymnasium,SPC9073,376,Blower,Ryobi Blower Vac,OK,0,,,06-06-05,,,PASS,01-10-14,,,,,,,,,,
SPC2898,,FURN&EQ,New St Gymnasium,New St Gymnasium,SPC9073,377,CD Player,Panasonic SA AK270,OK,0,,,11-12-09,,,PASS,01-10-14,,,,,,,,,,
SPC2899,,FURN&EQ,New St Gymnasium,PE Office,SPC9074,377,Compressor,Fulsoul SF 125,OK,0,,,19-07-05,,,PASS,01-10-14,,,,,,,,,,
SPC2900,,FURN&EQ,New St Gymnasium,PE Store,SPC9075,377,Compressor,Fulsoul SF 125,OK,0,,,13-07-06,,,PASS,01-10-14,,,,,,,,,,
SPC2901,,FURN&EQ,New St Gymnasium,Meijer Room,SPC9064,387,Dishwasher,Dishlex Global 300,OK,0,,,19-07-05,,,PASS,27-09-15,,,,,,,,,,
SPC2902,,FURN&EQ,Trembath Building,Co Curric Co-Ordinator,SPC9185,375,DVD Player,LG DV 380,OK,0,,,27-09-12,,,PASS,01-10-14,,,,,,,,,,
SPC2903,,5 Yearly Portable Electrical Equip,Trembath Building,Co Curric Co-Ordinator,SPC9185,375,Fridge,NEC FR083,OK,0,,Not Available,13-07-06,0000-00-00,0000-00-00,PASS,27-09-15,,,,,,,,,,
SPC2904,,FURN&EQ,New St Gymnasium,New St Gymnasium,SPC9073,377,Fulsoul,Fulsoul SF 125,OK,0,,,19-07-05,,,PASS,01-10-14,,,,,,,,,,
SPC2907,,FURN&EQ,New St Gymnasium,Weights Room,SPC9077,377,TV,Hisense HDM,OK,0,,,27-09-12,,,PASS,01-10-14,,,,,,,,,,
SPC2908,,FURN&EQ,Trade Training Centre,Trade TTC Kitchen,SPC9114,355,Urn,Birko 20 Litre,OK,0,,,03-09-12,,,PASS,02-10-14,,,,,,,,,,
SPC2910,,5 Yearly Portable Electrical Equip,New St Gymnasium,PE Office,SPC9074,377,Microwave,Mistral MMW10,OK,0,,,27-05-13,,,PASS,01-10-14,,,,,,,,,,
SPC2912,,FURN&EQ,New St Gymnasium,PE Store,SPC9075,377,Agility Poles,Poles,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2913,,FURN&EQ,New St Gymnasium,PE Store,SPC9075,377,Badminton Nets,Portable Sports,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2914,,FURN&EQ,New St Gymnasium,PE Store,SPC9075,377,Badminton Racquets,Portable Sports,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2915,,FURN&EQ,New St Gymnasium,PE Store,SPC9075,377,"Badminton Racquets, Small",Portable Sports,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2916,,FURN&EQ,New St Gymnasium,PE Store,SPC9075,377,Badminton Shuttles (box),Portable Sports,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2917,,FURN&EQ,New St Gymnasium,PE Store,SPC9075,377,Ball Rack,Sports,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2918,,FURN&EQ,New St Gymnasium,PE Store,SPC9075,377,Baseball Bats,Portable Sports,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2919,,FURN&EQ,New St Gymnasium,PE Store,SPC9075,377,Baseball Catchers Mits,Portable Sports,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2920,,FURN&EQ,New St Gymnasium,PE Store,SPC9075,377,Baseball Gloves LH,Portable Sports,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2921,,FURN&EQ,New St Gymnasium,PE Store,SPC9075,377,"Baseball Gloves, RH",Portable Sports,OK,0,,,,,,,,,,,,,,,,,
SPC2922,,FURN&EQ,New St Gymnasium,PE Store,SPC9075,377,Baseball Helmets,Portable Sports,OK,0,,,,,,,,,,,,,,,,,
SPC2923,,FURN&EQ,New St Gymnasium,PE Store,SPC9075,377,Baseball Home Plates,Portable Sports,OK,0,,,,,,,,,,,,,,,,,
SPC2924,,FURN&EQ,New St Gymnasium,PE Store,SPC9075,377,Baseball Masks,Portable Sports,OK,0,,,,,,,,,,,,,,,,,
SPC2925,,FURN&EQ,New St Gymnasium,PE Store,SPC9075,377,Baseball Pitchers Plates,Portable Sports,OK,0,,,,,,,,,,,,,,,,,
SPC2926,,FURN&EQ,New St Gymnasium,PE Store,SPC9075,377,Baseball Protective Pads,Portable Sports,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2927,,FURN&EQ,New St Gymnasium,PE Store,SPC9075,377,Baseballs,Portable Sports,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2928,,FURN&EQ,New St Gymnasium,PE Store,SPC9075,377,Bases,Portable Sports,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2929,,FURN&EQ,New St Gymnasium,PE Store,SPC9075,377,Basketballs,Portable Sports,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2930,,FURN&EQ,New St Gymnasium,PE Store,SPC9075,377,Batons,Portable Sports,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2931,,FURN&EQ,New St Gymnasium,PE Store,SPC9075,377,BMI Tester,BMI Tester,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2932,,FURN&EQ,New St Gymnasium,PE Store,SPC9075,377,Compressor,Electric,OK,46.67,,,21-01-99,,21-09-05,,,,,,,,,,,,
SPC2933,,FURN&EQ,New St Gymnasium,PE Store,SPC9075,377,Cone Holder,Portable Sports,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2934,,FURN&EQ,New St Gymnasium,PE Store,SPC9075,377,Cones (racks),Portable Sports,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2935,,FURN&EQ,New St Gymnasium,PE Store,SPC9075,377,Cricket Bags baseball,Baseball,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2936,NX17315,FURN&EQ,New St Gymnasium,PE Store,SPC9075,377,Cricket Balls Incrediballs,Incrediballs,OK,0,,,,,,,,,,,,,,,,,
SPC2937,CAX07G6917,FURN&EQ,New St Gymnasium,PE Store,SPC9075,377,Cricket Bats,Cricket,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2938,CAX07C0615,FURN&EQ,New St Gymnasium,PE Store,SPC9075,377,Cricket Kanga Bats,Cricket,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2939,,FURN&EQ,New St Gymnasium,PE Store,SPC9075,377,Cricket Kanga Stumps,Cricket,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2940,,FURN&EQ,New St Gymnasium,PE Store,SPC9075,377,Cricket Stumps,Cricket,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2941,Yamaha C40,FURN&EQ,New St Gymnasium,PE Store,SPC9075,377,Croquet Set,Croquet,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2942,Yamaha CG40AK,FURN&EQ,New St Gymnasium,PE Store,SPC9075,377,Discus,Portable Sports,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2943,9506132586,FURN&EQ,New St Gymnasium,PE Store,SPC9075,377,Earmuffs,Earmuffs,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2944,9505242215,FURN&EQ,New St Gymnasium,PE Store,SPC9075,377,Equipment Stands,Raquets,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2945,9505242153,FURN&EQ,New St Gymnasium,PE Store,SPC9075,377,Equipment Storage,Bags,OK,0,,,,,01-09-76,,,,,,,,,,,,
SPC2946,9505242179,FURN&EQ,New St Gymnasium,PE Store,SPC9075,377,Equipment Storage,Bins,OK,0,,,,,01-09-76,,,,,,,,,,,,
